r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.0394881001220391,0.019477435541248256,1.5856436798347275,1.9733527571066043,0.16653104599898758,1,-92.9758983992923,191.9517967985846,197.68786581486904,120.68476221119114,48,50
