term,estimate,std.error,statistic,p.value
(Intercept),1.7930496145495372,0.6736525963898999,2.661682927013833,0.010607901644854683
pct_years_any,2.022665294912819,1.3683170677348881,1.4782138896075738,0.14602134771205244
