r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.04442637260321822,0.024095018828818704,1.5960374391865544,2.1851163034287486,0.14602134771205283,1,-91.41568095279654,188.83136190559307,194.50682279992495,119.7247688424032,47,49
