r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.032389973074356655,0.012231430846739166,1.5914918026627882,1.6067616749579146,0.21106250614054547,1,-93.1599676486223,192.3199352972446,198.05600431352903,121.57661558125687,48,50
