r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.06682568877184461,0.04738455728792479,1.562915914401696,3.4373353643082605,0.06988852980994835,1,-92.25403941845252,190.50807883690504,196.24414785318947,117.2498954635243,48,50
