r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.04127816073092229,0.020879823725197255,159.31388743898353,2.0236042143698794,0.16147458536836692,1,-316.9799502248607,639.9599004497214,645.6353613440533,1192902.9923532922,47,49
